,user,date created,number of likes,retweets,source of tweet,tweet,clean_text,topics
211,anywaysmee,2022-11-07,817,535,Twitter for Android,"""NO EXIT FROM PAKISTAN""Ab bolo Patriots  #COP27NUSTMurree Road#__ #PakistanExposed", exit pakistan '' ab bolo patriots road ,-1_climate_minister_world_president
212,DrEliDavid,2022-11-07,812,369,Twitter for Android,Experts in 2004: Britain to have Siberian climate by 2020 #COP27,experts britain siberian climate ,-1_climate_minister_world_president
213,DavidLammy,2022-11-06,811,295,Twitter for iPhone,"This is now gravely urgent.Alaa Abd El-Fattah is a British citizen. For months, Labourhave pressed the government to do more to secure his release.Rishi Sunak must use his visit to #COP27 in Egypt to bring Alaa home.",gravely urgent alaa abd el fattah british citizen months labourhave pressed government secure release rishi sunak must use visit egypt bring alaa home ,3_alaa_strike_prison_water
214,delta_comm,2022-11-03,809,282,Twitter for iPhone,"What a power image! Connecting Dutch cultural heritage with climate change, sealevel rise, and the urgency to act now. Limiting global warming and climate adaptation. #COP27  Image via  #Hajo",power image connecting dutch cultural heritage climate change sealevel rise urgency act limiting global warming climate adaptation image via,0_climate_must_change_world
215,AlokSharma_RDG,2022-11-06,795,175,Twitter for iPhone,"This morning I formally opened #COP27   and brought the  COP Presidency to a closeI fully recognise the scale of the challenge ahead but I remain hopeful We know what we need to do and how to do it - now, it is time to deliverRead the speech",morning formally opened brought cop presidency closei fully recognise scale challenge ahead remain hopeful know need time deliverread speech,4_cop_today_due_work
216,UNICEFROSA,2022-11-06,794,108,Twitter Web App,"As world leaders unite at #COP27 for the next few days, a sobering reminder from South Asia  EACH one of the 616 million children living in this region is affected by at least ONE climate or environmental hazard, shock or stress.",world leaders unite next days sobering reminder south asia one million children living region affected least one climate environmental hazard shock stress ,0_climate_must_change_world
217,AlStewartOBE,2022-11-07,788,182,Twitter Web App,"The 'good news' from #COP27, according to the  is the 'loss and damage' claim proposal. Not, I'd suggest, if you are a UK citizen about to be hit by c45 Bn cuts in public spending.",'good news ' according 'loss damage ' claim proposal 'd suggest uk citizen hit c bn cuts public spending ,0_climate_must_change_world
218,UNFCCC,2022-11-07,788,419,Twitter Media Studio,Live from#COP27More than 100 world leaders are gathering in Sharm el-Sheikhfor Day 1 of the World Leaders Summit.,live world leaders gathering sharm el sheikhfor day world leaders summit ,2_sheikh_sharm_el_summit
219,TheGlobalGoals,2022-11-06,788,275,Twitter for iPhone,"#COP27 officially starts today!When we work towards achieve #ClimateAction, we unlock progress for all the other #GlobalGoals. Keep the conversations going, make sure these world leaders know we demand climate action and not just empty promises. ",officially starts today work towards achieve unlock progress keep conversations going make sure world leaders know demand climate action empty promises ,0_climate_must_change_world
220,COP27P,2022-11-06,785,246,Twitter Web App,". wraps up successfully ahead of #COP27. This year Egyptian COP Presidency delivers the first ever youth-led #ClimateForum, a Young and Future Generations Day co-created with  and hosting a Youth pavilion owned entirely by young people.", wraps successfully ahead year egyptian cop presidency delivers first ever youth led young future generations day co created hosting youth pavilion owned entirely young people ,0_climate_must_change_world
221,ScotGovFM,2022-11-01,784,252,Hootsuite Inc.,"First Minister  chaired a meeting of her Environmental Council yesterday, bringing together international experts to discuss issues affecting climate and the environment ahead of #COP27. More on the council:",first minister chaired meeting environmental council yesterday bringing together international experts discuss issues affecting climate environment ahead council ,0_climate_must_change_world
222,JunkScience,2022-11-07,782,289,Twitter Web App,Fossil fuels have taken the planet from less than 1 billion people to 8 billion.CO2 emissions and slight warming have made the Earth  greener than ever.Greens hate that... which tells you all you need to know about them. #COP27,fossil fuels taken planet less billion people billion co emissions slight warming made earth greener ever greens hate tells need know ,-1_climate_minister_world_president
223,LicypriyaK,2022-11-07,780,124,Twitter for Android,"I had attended the #COP25 in Spain  . And now, I'm attending the #COP27 in Egypt . There is nothing change between the two. What changing are:40% of our insects has gone70% of our wildlife has gone69% of our forest has goneBreathing Clean Air become luxury now.",attended spain 'm attending egypt nothing change two changing are insects gone wildlife gone forest gonebreathing clean air become luxury ,1_egypt_climate_crisis_russia
224,ForScotlandSake,2022-11-06,777,157,Twitter for Android,"Nicola Sturgeon's #COP27 selfies have already begun. What a self-regarding, shallow politician Scotland has as First Minister.",nicola sturgeon 's selfies already begun self regarding shallow politician scotland first minister ,-1_climate_minister_world_president
225,unredd,2022-11-04,777,109,Twitter Web App,Forests are the most available cost-effective #climate solution there is.Countries need to mobilize funds for a 1 gigaton reduction in #forest emissions by 2025 through protecting and restoring #forests More info: #BetterWithForests #COP27,forests available cost effective solution is countries need mobilize funds gigaton reduction emissions protecting restoring info ,0_climate_must_change_world
226,davemacladd,2022-11-07,776,89,Twitter Web App,very good of Boris Johnson to interrupt his holiday to go to #COP27 where he can carry on being on holiday,good boris johnson interrupt holiday go carry holiday,0_climate_must_change_world
227,SabineMinninger,2022-11-06,776,112,Twitter for iPhone,"#COP27 has officially started, #LossAndDamage  #climatefinance is on the agenda, which is a good start. And Germanys toughest Delegate has picked up her job, fighting with the hardest red lines, not accepting a compromise on her safe future!",officially started agenda good start germanys toughest delegate picked job fighting hardest red lines accepting compromise safe future ,-1_climate_minister_world_president
228,AgentP22,2022-11-07,774,238,Twitter Web App,Looks like Nicola Sturgeon has taken her strategic adviser Liz Lloyd to #COP27 with her as well.The taxpayer bill and carbon footprint is a lot bigger than we all thought.#cop27egypt,looks like nicola sturgeon taken strategic adviser liz lloyd well the taxpayer bill carbon footprint lot bigger thought ,0_climate_must_change_world
229,HHichilema,2022-11-07,773,94,Twitter for iPhone,#COP27 taking place in #Africa gives us high hopes that the African COP will deliver significant progress and implementable climate actions on issues of priority for #Africa and other developing countries.,taking place gives us high hopes african cop deliver significant progress implementable climate actions issues priority developing countries ,0_climate_must_change_world
230,Gi_Saudi,2022-11-03,772,111,Twitter for Advertisers,Dates for Saudis flagship climate eventsheld on the sidelines of #COP27just announced:Middle East Green Initiative Summit: 7 Nov 2022Saudi Green Initiative Forum: 11-12 Nov 2022,dates saudis flagship climate eventsheld sidelines announced middle east green initiative summit nov saudi green initiative forum nov ,2_sheikh_sharm_el_summit
